name,year_start,year_end,birth_date,college,player_name_clean,height_m,weight_kg,age_at_debut,age_at_last_season,position_all,position_main,BMI,body_fat_pct_est,fat_mass_kg,lean_mass_kg
Shandon Anderson,1997,2006,1973-12-31,University of Georgia,Shandon Anderson,2.0,94.3,24,33,F/G,F,23.6,19.7,18.6,75.7
Willie Anderson,1989,1997,1967-01-08,University of Georgia,Willie Anderson,2.0,86.2,22,30,G/F,G,21.6,16.6,14.3,71.9
Wally Anderzunas,1970,1970,1946-01-11,Creighton University,Wally Anderzunas,2.0,99.8,24,24,C/F,C,25.0,19.3,19.3,80.5
Martynas Andriuskevicius,2006,2006,1986-03-12,Unknown,Martynas Andriuskevicius,2.2,108.9,20,20,C,C,22.5,15.4,16.8,92.1
Don Anielak,1955,1955,1930-11-01,Missouri State University,Don Anielak,2.0,86.2,25,25,F,F,21.6,15.5,13.4,72.8
Ike Anigbogu,2018,2018,1998-10-22,"University of California, Los Angeles",Ike Anigbogu,2.1,114.3,20,20,F/C,F,25.9,19.5,22.3,92.0
Michael Ansley,1990,1992,1967-02-08,University of Alabama,Michael Ansley,2.0,102.1,23,25,F,F,25.5,20.1,20.5,81.6
Chris Anstey,1998,2000,1975-01-01,Unknown,Chris Anstey,2.1,112.9,23,25,C,C,25.6,20.3,22.9,90.0
Giannis Antetokounmpo,2014,2018,1994-12-06,Unknown,Giannis Antetokounmpo,2.1,100.7,20,24,F/G,F,22.8,16.7,16.8,83.9
Thanasis Antetokounmpo,2016,2016,1992-07-17,Unknown,Thanasis Antetokounmpo,2.0,93.0,24,24,F,F,23.2,17.2,16.0,77.0
Carmelo Anthony,2004,2018,1984-05-29,Syracuse University,Carmelo Anthony,2.0,108.9,20,34,F,F,27.2,24.3,26.5,82.4
Greg Anthony,1992,2002,1967-11-15,"University of Nevada, Las Vegas",Greg Anthony,1.8,79.8,25,35,G,G,24.6,21.4,17.1,62.7
Joel Anthony,2008,2017,1982-08-09,"University of Nevada, Las Vegas",Joel Anthony,2.1,111.1,26,35,C,C,25.2,22.1,24.6,86.5
Pero Antic,2014,2015,1982-07-29,Unknown,Pero Antic,2.1,117.9,32,33,C/F,C,26.7,23.4,27.6,90.3
OG Anunoby,2018,2018,1997-07-17,Indiana University,Og Anunoby,2.0,105.2,21,21,F,F,26.3,20.2,21.3,83.9
Keith Appling,2016,2016,1992-02-13,Michigan State University,Keith Appling,1.9,83.9,24,24,G,G,23.2,17.2,14.4,69.5
Rafael Araujo,2005,2007,1980-08-12,Brigham Young University,Rafael Araujo,2.1,127.0,25,27,C,C,28.8,24.6,31.2,95.8
Stacey Arceneaux,1962,1962,1936-02-17,Iowa State University,Stacey Arceneaux,1.9,95.3,26,26,F,F,26.4,21.5,20.5,74.8
Robert Archibald,2003,2004,1980-03-29,University of Illinois at Urbana-Champaign,Robert Archibald,2.1,113.4,23,24,F,F,25.7,20.2,22.9,90.5
Tiny Archibald,1971,1984,1948-09-02,University of Texas at El Paso,Tiny Archibald,1.9,68.0,23,36,G,G,18.8,14.6,9.9,58.1
Ryan Arcidiacono,2018,2018,1994-03-26,Villanova University,Ryan Arcidiacono,1.9,85.3,24,24,G,G,23.6,17.6,15.0,70.3
Jim Ard,1971,1978,1948-09-19,University of Cincinnati,Jim Ard,2.0,97.5,23,30,F/C,F,24.4,20.0,19.5,78.0
Gilbert Arenas,2002,2012,1982-01-06,University of Arizona,Gilbert Arenas,1.9,86.6,20,30,G,G,24.0,19.5,16.9,69.7
Trevor Ariza,2005,2018,1985-06-30,"University of California, Los Angeles",Trevor Ariza,2.0,97.5,20,33,F,F,24.4,20.7,20.2,77.3
Paul Arizin,1951,1962,1928-04-09,Villanova University,Paul Arizin,1.9,86.2,23,34,F/G,F,23.9,20.3,17.5,68.7
Joe Arlauckas,1988,1988,1965-07-20,Niagara University,Joe Arlauckas,2.1,104.3,23,23,F,F,23.7,17.5,18.3,86.0
B.J. Armstrong,1990,2000,1967-09-09,University of Iowa,Bj Armstrong,1.9,79.4,23,33,G,G,22.0,17.8,14.1,65.3
Bob Armstrong,1957,1957,1933-06-17,Michigan State University,Bob Armstrong,2.0,99.8,24,24,C/F,C,25.0,19.3,19.3,80.5
Brandon Armstrong,2002,2004,1980-06-16,Pepperdine University,Brandon Armstrong,2.0,85.3,22,24,G,G,21.3,14.9,12.7,72.6
Curly Armstrong,1949,1951,1918-11-01,Indiana University,Curly Armstrong,1.8,77.1,31,33,G/F,G,23.8,20.0,15.4,61.7
Darrell Armstrong,1995,2008,1968-06-22,Fayetteville State University,Darrell Armstrong,1.8,77.1,27,40,G,G,23.8,21.6,16.7,60.4
Hilton Armstrong,2007,2014,1984-11-11,University of Connecticut,Hilton Armstrong,2.1,106.6,23,30,F/C,F,24.2,19.7,21.0,85.6
Tate Armstrong,1978,1979,1955-10-05,Duke University,Tate Armstrong,1.9,79.4,23,24,G,G,22.0,15.7,12.5,66.9
Jesse Arnelle,1956,1956,1933-12-30,Pennsylvania State University,Jesse Arnelle,2.0,99.8,23,23,F,F,25.0,19.1,19.1,80.7
Jay Arnette,1964,1966,1938-12-19,University of Texas at Austin,Jay Arnette,1.9,79.4,26,28,G,G,22.0,16.6,13.2,66.2
Bob Arnzen,1970,1974,1947-11-03,University of Notre Dame,Bob Arnzen,2.0,93.0,23,27,F,F,23.2,17.8,16.6,76.4
Carlos Arroyo,2002,2011,1979-07-30,Florida International University,Carlos Arroyo,1.9,91.6,23,32,G,G,25.4,21.6,19.8,71.8
Darrell Arthur,2009,2018,1988-03-25,University of Kansas,Darrell Arthur,2.1,106.6,21,30,F,F,24.2,19.7,21.0,85.6
John Arthurs,1970,1970,1947-08-15,Tulane University,John Arthurs,1.9,83.9,23,23,G,G,23.2,16.9,14.2,69.7
Jamel Artis,2018,2018,1993-01-12,University of Pittsburgh,Jamel Artis,2.0,96.6,25,25,G/F,G,24.2,18.6,18.0,78.6
Omer Asik,2011,2018,1986-07-04,Unknown,Omer Asik,2.1,115.7,25,32,C,C,26.2,22.6,26.1,89.6
Vincent Askew,1988,1998,1966-02-28,University of Memphis,Vincent Askew,2.0,95.3,22,32,G/F,G,23.8,19.7,18.8,76.5
Keith Askins,1991,1999,1967-12-15,University of Alabama,Keith Askins,2.0,89.4,24,32,G/F,G,22.4,18.0,16.1,73.3
Don Asmonga,1954,1954,1928-02-15,Alliance College,Don Asmonga,1.9,83.9,26,26,G,G,23.2,17.6,14.8,69.1
Dick Atha,1956,1958,1931-09-21,Indiana State University,Dick Atha,1.9,86.2,25,27,G,G,23.9,18.7,16.1,70.1
Chucky Atkins,2000,2010,1974-08-14,University of South Florida,Chucky Atkins,1.8,72.6,26,36,G,G,22.4,19.0,13.8,58.8
Al Attles,1961,1971,1936-11-07,North Carolina Agricultural and Technical State University,Al Attles,1.8,79.4,25,35,G,G,24.5,21.3,16.9,62.5
Chet Aubuchon,1947,1947,1916-05-18,Michigan State University,Chet Aubuchon,1.8,62.1,31,31,G,G,19.2,14.0,8.7,53.4
Stacey Augmon,1992,2006,1968-08-01,"University of Nevada, Las Vegas",Stacey Augmon,2.0,93.0,24,38,F/G,F,23.2,20.4,19.0,74.0
D.J. Augustin,2009,2018,1987-11-10,University of Texas at Austin,Dj Augustin,1.8,83.0,22,31,G,G,25.6,21.7,18.0,65.0
James Augustine,2007,2008,1984-02-27,University of Illinois at Urbana-Champaign,James Augustine,2.1,106.6,23,24,F,F,24.2,18.4,19.6,87.0
Isaac Austin,1992,2002,1969-08-18,Arizona State University,Isaac Austin,2.1,115.7,23,33,C,C,26.2,22.8,26.4,89.3
Johnny Austin,1967,1968,1944-08-31,Boston College,Johnny Austin,1.8,77.1,23,24,G,G,23.8,17.9,13.8,63.3
Ken Austin,1984,1984,1961-07-15,Rice University,Ken Austin,2.1,93.0,23,23,F,F,21.1,14.4,13.4,79.6
Anthony Avent,1993,2000,1969-10-18,Seton Hall University,Anthony Avent,2.1,106.6,24,31,F,F,24.2,20.0,21.3,85.3
Bird Averitt,1974,1978,1952-07-22,Pepperdine University,Bird Averitt,1.9,77.1,22,26,G,G,21.4,15.5,12.0,65.1
William Avery,2000,2002,1979-08-08,Duke University,William Avery,1.9,89.4,21,23,G,G,24.8,18.8,16.8,72.6
Dennis Awtrey,1971,1982,1948-02-22,Santa Clara University,Dennis Awtrey,2.1,106.6,23,34,C,C,24.2,20.7,22.1,84.5
Gustavo Ayon,2012,2014,1985-04-01,Unknown,Gustavo Ayon,2.1,113.4,27,29,C,C,25.7,21.3,24.2,89.2
Jeff Ayres,2010,2016,1987-04-29,Arizona State University,Jeff Ayres,2.1,108.9,23,29,F,F,24.7,20.1,21.9,87.0
Kelenna Azubuike,2007,2012,1983-12-16,University of Kentucky,Kelenna Azubuike,2.0,99.8,24,29,G,G,25.0,20.5,20.5,79.3
Chris Babb,2014,2014,1990-02-14,Iowa State University,Chris Babb,2.0,102.1,24,24,G,G,25.5,19.9,20.3,81.8
Luke Babbitt,2011,2018,1989-06-20,"University of Nevada, Reno",Luke Babbitt,2.1,102.1,22,29,F,F,23.2,18.3,18.7,83.4
Milos Babic,1991,1992,1968-11-23,Tennessee Technological University,Milos Babic,2.1,108.9,23,24,C/F,C,24.7,19.0,20.7,88.2
Johnny Bach,1949,1949,1924-07-10,Fordham University,Johnny Bach,1.9,81.6,25,25,F/G,F,22.6,16.7,13.6,68.0
Dwayne Bacon,2018,2018,1995-08-30,Florida State University,Dwayne Bacon,2.0,100.7,23,23,G,G,25.2,19.3,19.4,81.3
Henry Bacon,1973,1973,1948-07-05,University of Louisville,Henry Bacon,1.9,93.0,25,25,G,G,25.8,20.5,19.1,73.9
Jim Baechtold,1953,1957,1927-12-09,Eastern Kentucky University,Jim Baechtold,1.9,93.0,26,30,F/G,F,25.8,21.7,20.2,72.8
Dalibor Bagaric,2001,2003,1980-02-07,Unknown,Dalibor Bagaric,2.2,115.7,21,23,C,C,23.9,17.8,20.6,95.1
John Bagley,1983,1994,1960-04-23,Boston College,John Bagley,1.8,83.9,23,34,G,G,25.9,22.7,19.0,64.9
Carl Bailey,1982,1982,1958-04-23,Tuskegee University,Carl Bailey,2.1,95.3,24,24,C,C,21.6,15.2,14.5,80.8
Gus Bailey,1975,1980,1951-02-18,University of Texas at El Paso,Gus Bailey,2.0,83.9,24,29,G/F,G,21.0,15.7,13.2,70.7
James Bailey,1980,1988,1957-05-21,Rutgers University,James Bailey,2.1,99.8,23,31,F/C,F,22.6,18.0,18.0,81.8
Thurl Bailey,1984,1999,1961-04-07,North Carolina State University,Thurl Bailey,2.1,97.5,23,38,F/C,F,22.1,19.1,18.6,78.9
Toby Bailey,1999,2000,1975-11-19,"University of California, Los Angeles",Toby Bailey,2.0,96.6,24,25,G,G,24.2,18.6,18.0,78.6
Cameron Bairstow,2015,2016,1990-12-07,University of New Mexico,Cameron Bairstow,2.1,113.4,25,26,F/C,F,25.7,20.6,23.4,90.0
Jimmie Baker,1976,1976,1953-12-25,University of Hawaii,Jimmie Baker,2.1,99.8,23,23,F,F,22.6,16.2,16.2,83.6
LaMark Baker,1999,1999,1969-11-11,Ohio State University,Lamark Baker,1.9,79.4,30,30,G,G,22.0,17.1,13.6,65.8
Maurice Baker,2005,2005,1979-07-28,Oklahoma State University,Maurice Baker,1.9,79.4,26,26,G,G,22.0,16.2,12.9,66.5
Norm Baker,1947,1947,1923-02-17,Unknown,Norm Baker,1.8,81.6,24,24,G,G,25.2,19.6,16.0,65.6
Ron Baker,2017,2018,1993-03-30,Wichita State University,Ron Baker,1.9,99.8,24,25,G,G,27.6,22.7,22.7,77.1
Vin Baker,1994,2006,1971-11-23,University of Hartford,Vin Baker,2.1,105.2,23,35,F,F,23.9,20.5,21.6,83.6
Wade Baldwin,2017,2017,1996-03-29,Vanderbilt University,Wade Baldwin,1.9,91.6,21,21,G,G,25.4,19.1,17.5,74.1
Renaldo Balkman,2007,2012,1984-07-14,University of South Carolina,Renaldo Balkman,2.0,94.3,23,28,F,F,23.6,18.6,17.5,76.8
Cedric Ball,1991,1991,1968-04-16,University of North Carolina at Charlotte,Cedric Ball,2.0,95.3,23,23,F,F,23.8,17.7,16.9,78.4
Lonzo Ball,2018,2018,1997-10-27,"University of California, Los Angeles",Lonzo Ball,2.0,86.2,21,21,G,G,21.6,14.6,12.6,73.6
Greg Ballard,1978,1989,1955-01-29,University of Oregon,Greg Ballard,2.0,97.5,23,34,F,F,24.4,20.9,20.4,77.1
Herschel Baltimore,1947,1947,1921-06-21,Pennsylvania State University,Herschel Baltimore,1.9,88.5,26,26,F,F,24.5,19.2,17.0,71.5
Gene Banks,1982,1987,1959-05-15,Duke University,Gene Banks,2.0,97.5,23,28,F/G,F,24.4,19.5,19.0,78.5
Marcus Banks,2004,2011,1981-11-19,"University of Nevada, Las Vegas",Marcus Banks,1.9,90.7,23,30,G,G,25.1,20.8,18.9,71.8
Walker Banks,1971,1971,1947-08-26,Western Kentucky University,Walker Banks,2.1,93.0,24,24,C,C,21.1,14.6,13.6,79.4
Ken Bannister,1985,1991,1960-04-01,Saint Augustine's College,Ken Bannister,2.1,106.6,25,31,F/C,F,24.2,20.0,21.3,85.3
Mike Bantom,1974,1982,1951-12-03,Saint Joseph's University,Mike Bantom,2.1,90.7,23,31,F/C,F,20.6,15.7,14.2,76.5
John Barber,1957,1957,1927-06-27,"California State University, Los Angeles",John Barber,2.0,95.3,30,30,F,F,23.8,19.3,18.4,76.9
Leandro Barbosa,2004,2017,1982-11-28,Unknown,Leandro Barbosa,1.9,88.0,22,35,G,G,24.4,21.1,18.6,69.4
Steve Bardo,1992,1996,1968-04-05,University of Illinois at Urbana-Champaign,Steve Bardo,2.0,86.2,24,28,G,G,21.6,16.2,14.0,72.2
J.J. Barea,2007,2018,1984-06-26,Northeastern University,Jj Barea,1.8,83.9,23,34,G,G,25.9,22.7,19.0,64.9
Andrea Bargnani,2007,2016,1985-10-26,Unknown,Andrea Bargnani,2.1,111.1,22,31,F/C,F,25.2,21.2,23.6,87.5
Cliff Barker,1950,1952,1921-01-15,University of Kentucky,Cliff Barker,1.9,83.9,29,31,G,G,23.2,18.8,15.8,68.1
Tom Barker,1977,1979,1955-03-11,University of Hawaii,Tom Barker,2.1,102.1,22,24,C/F,C,23.2,17.2,17.6,84.5
Charles Barkley,1985,2000,1963-02-20,Auburn University,Charles Barkley,2.0,114.3,22,37,F,F,28.6,26.6,30.4,83.9
Erick Barkley,2001,2002,1978-02-21,St. John's University,Erick Barkley,1.9,80.3,23,24,G,G,22.2,16.0,12.8,67.5
Don Barksdale,1952,1955,1923-03-31,"University of California, Los Angeles",Don Barksdale,2.0,90.7,29,32,F/C,F,22.7,18.4,16.7,74.0
Harrison Barnes,2013,2018,1992-05-30,University of North Carolina,Harrison Barnes,2.0,95.3,21,26,F,F,23.8,18.3,17.4,77.9
